empcode,punchtime,punchdate,terminal_sl,punch_date_time
11292,17:34:17,2024-03-18,CK5O223960315,20240318 173417
608,17:34:17,2024-03-18,CK5O223960297,20240318 173417
728,17:34:19,2024-03-18,CK5O223960333,20240318 173419
631,17:34:22,2024-03-18,CK5O223960352,20240318 173422
1,17:34:27,2024-03-18,CK5O223960297,20240318 173427
190,17:34:29,2024-03-18,CK5O223960333,20240318 173429
635,17:34:31,2024-03-18,CK5O223960352,20240318 173431
29,17:34:35,2024-03-18,CK5O223960333,20240318 173435
711,17:34:38,2024-03-18,CK5O223960352,20240318 173438
701,17:34:40,2024-03-18,CK5O223960333,20240318 173440
572,17:34:43,2024-03-18,CK5O223960352,20240318 173443
593,17:34:46,2024-03-18,CK5O223960333,20240318 173446
337,17:34:49,2024-03-18,CK5O223960352,20240318 173449
286,17:34:52,2024-03-18,CK5O223960333,20240318 173452
130,17:34:59,2024-03-18,CK5O223960333,20240318 173459
616,17:35:01,2024-03-18,CK5O223960352,20240318 173501
143,17:35:05,2024-03-18,CK5O223960333,20240318 173505
665,17:35:06,2024-03-18,CK5O223960352,20240318 173506
162,17:35:11,2024-03-18,CK5O223960352,20240318 173511
36,17:35:11,2024-03-18,CK5O223960333,20240318 173511
561,17:35:19,2024-03-18,CK5O223960352,20240318 173519
301,17:35:22,2024-03-18,CK5O223960333,20240318 173522
430,17:35:26,2024-03-18,CK5O223960352,20240318 173526
40,17:35:28,2024-03-18,CK5O223960333,20240318 173528
18,17:35:33,2024-03-18,CK5O223960352,20240318 173533
512,17:35:34,2024-03-18,CK5O223960333,20240318 173534
42,17:35:39,2024-03-18,CK5O223960333,20240318 173539
542,17:35:47,2024-03-18,CK5O223960333,20240318 173547
610,17:35:51,2024-03-18,CK5O223960333,20240318 173551
538,17:35:58,2024-03-18,CK5O223960333,20240318 173558
60,17:38:53,2024-03-18,CK5O223960333,20240318 173853
5,17:39:10,2024-03-18,CK5O223960333,20240318 173910
14,17:39:16,2024-03-18,CK5O223960333,20240318 173916
55,17:39:27,2024-03-18,CK5O223960333,20240318 173927
11523,17:39:44,2024-03-18,CK5O223960333,20240318 173944
24,17:40:12,2024-03-18,CK5O223960333,20240318 174012
59,17:40:20,2024-03-18,CK5O223960333,20240318 174020
58,17:40:40,2024-03-18,CK5O223960333,20240318 174040
11280,17:42:29,2024-03-18,CK5O223960333,20240318 174229
57,17:42:54,2024-03-18,CK5O223960333,20240318 174254
216,17:44:32,2024-03-18,CK5O223960315,20240318 174432
10025,17:53:08,2024-03-18,CK5O223960315,20240318 175308
11513,17:56:02,2024-03-18,CK5O223960315,20240318 175602
279,18:04:07,2024-03-18,CK5O223960315,20240318 180407
11524,18:07:40,2024-03-18,CK5O223960315,20240318 180740
237,18:09:13,2024-03-18,CK5O223960315,20240318 180913
11360,18:11:37,2024-03-18,CK5O223960315,20240318 181137
345,18:18:55,2024-03-18,CK5O223960315,20240318 181855
90,18:22:03,2024-03-18,CK5O223960315,20240318 182203
10029,18:24:37,2024-03-18,CK5O223960315,20240318 182437
10028,18:24:42,2024-03-18,CK5O223960315,20240318 182442
11426,18:27:52,2024-03-18,CK5O223960315,20240318 182752
11469,18:28:47,2024-03-18,CK5O223960315,20240318 182847
11512,18:28:54,2024-03-18,CK5O223960315,20240318 182854
11449,18:29:02,2024-03-18,CK5O223960315,20240318 182902
111,18:29:12,2024-03-18,CK5O223960315,20240318 182912
11257,18:29:20,2024-03-18,CK5O223960315,20240318 182920
11415,18:29:39,2024-03-18,CK5O223960315,20240318 182939
10009,18:29:52,2024-03-18,CK5O223960315,20240318 182952
11333,18:30:04,2024-03-18,CK5O223960315,20240318 183004
10011,18:30:11,2024-03-18,CK5O223960315,20240318 183011
11520,18:30:16,2024-03-18,CK5O223960315,20240318 183016
11464,18:30:21,2024-03-18,CK5O223960315,20240318 183021
11486,18:30:26,2024-03-18,CK5O223960315,20240318 183026
11422,18:30:41,2024-03-18,CK5O223960315,20240318 183041
11425,18:30:47,2024-03-18,CK5O223960315,20240318 183047
10,18:30:54,2024-03-18,CK5O223960315,20240318 183054
11440,18:31:00,2024-03-18,CK5O223960315,20240318 183100
11416,18:31:06,2024-03-18,CK5O223960315,20240318 183106
11314,18:31:14,2024-03-18,CK5O223960315,20240318 183114
11417,18:31:21,2024-03-18,CK5O223960315,20240318 183121
11424,18:31:30,2024-03-18,CK5O223960315,20240318 183130
11478,18:31:36,2024-03-18,CK5O223960315,20240318 183136
11503,18:31:41,2024-03-18,CK5O223960315,20240318 183141
11419,18:31:47,2024-03-18,CK5O223960315,20240318 183147
11418,18:31:55,2024-03-18,CK5O223960315,20240318 183155
10010,18:32:03,2024-03-18,CK5O223960315,20240318 183203
11407,18:32:11,2024-03-18,CK5O223960315,20240318 183211
11325,18:32:16,2024-03-18,CK5O223960315,20240318 183216
11351,18:32:21,2024-03-18,CK5O223960315,20240318 183221
11500,18:32:27,2024-03-18,CK5O223960315,20240318 183227
11465,18:32:32,2024-03-18,CK5O223960315,20240318 183232
11491,18:32:38,2024-03-18,CK5O223960315,20240318 183238
11328,18:32:44,2024-03-18,CK5O223960315,20240318 183244
11471,18:32:49,2024-03-18,CK5O223960315,20240318 183249
11451,18:32:54,2024-03-18,CK5O223960315,20240318 183254
11506,18:33:04,2024-03-18,CK5O223960315,20240318 183304
11298,18:33:09,2024-03-18,CK5O223960315,20240318 183309
11353,18:33:14,2024-03-18,CK5O223960315,20240318 183314
11472,18:33:20,2024-03-18,CK5O223960315,20240318 183320
11468,18:33:25,2024-03-18,CK5O223960315,20240318 183325
11492,18:33:32,2024-03-18,CK5O223960315,20240318 183332
11442,18:33:36,2024-03-18,CK5O223960315,20240318 183336
43,18:33:43,2024-03-18,CK5O223960315,20240318 183343
13,18:33:48,2024-03-18,CK5O223960315,20240318 183348
10004,18:33:55,2024-03-18,CK5O223960315,20240318 183355
11302,18:34:02,2024-03-18,CK5O223960315,20240318 183402
11369,18:34:08,2024-03-18,CK5O223960315,20240318 183408
11305,18:34:14,2024-03-18,CK5O223960315,20240318 183414
11434,18:34:19,2024-03-18,CK5O223960315,20240318 183419
11499,18:34:26,2024-03-18,CK5O223960315,20240318 183426
11437,18:34:33,2024-03-18,CK5O223960315,20240318 183433
11384,18:34:39,2024-03-18,CK5O223960315,20240318 183439
11444,18:34:46,2024-03-18,CK5O223960315,20240318 183446
11493,18:34:52,2024-03-18,CK5O223960315,20240318 183452
49,18:35:10,2024-03-18,CK5O223960315,20240318 183510
11502,18:35:15,2024-03-18,CK5O223960315,20240318 183515
11507,18:35:20,2024-03-18,CK5O223960315,20240318 183520
11495,18:35:25,2024-03-18,CK5O223960315,20240318 183525
11508,18:35:31,2024-03-18,CK5O223960315,20240318 183531
10012,18:35:38,2024-03-18,CK5O223960315,20240318 183538
10013,18:35:43,2024-03-18,CK5O223960315,20240318 183543
11308,18:35:47,2024-03-18,CK5O223960315,20240318 183547
38,18:35:59,2024-03-18,CK5O223960315,20240318 183559
41,18:36:08,2024-03-18,CK5O223960315,20240318 183608
11525,18:36:15,2024-03-18,CK5O223960315,20240318 183615
39,18:36:21,2024-03-18,CK5O223960315,20240318 183621
11443,18:36:27,2024-03-18,CK5O223960315,20240318 183627
108,18:36:33,2024-03-18,CK5O223960315,20240318 183633
110,18:36:38,2024-03-18,CK5O223960315,20240318 183638
11447,18:36:44,2024-03-18,CK5O223960315,20240318 183644
11354,18:36:50,2024-03-18,CK5O223960315,20240318 183650
109,18:37:00,2024-03-18,CK5O223960315,20240318 183700
11446,18:37:11,2024-03-18,CK5O223960315,20240318 183711
11350,18:37:19,2024-03-18,CK5O223960315,20240318 183719
72,18:37:27,2024-03-18,CK5O223960315,20240318 183727
32,18:37:33,2024-03-18,CK5O223960315,20240318 183733
10015,18:37:40,2024-03-18,CK5O223960315,20240318 183740
11428,18:37:49,2024-03-18,CK5O223960315,20240318 183749
52,18:37:55,2024-03-18,CK5O223960315,20240318 183755
207,18:38:01,2024-03-18,CK5O223960315,20240318 183801
98,18:38:19,2024-03-18,CK5O223960315,20240318 183819
19,18:38:32,2024-03-18,CK5O223960315,20240318 183832
11515,18:39:30,2024-03-18,CK5O223960315,20240318 183930
10014,18:40:02,2024-03-18,CK5O223960315,20240318 184002
10018,18:40:10,2024-03-18,CK5O223960315,20240318 184010
11514T,18:40:16,2024-03-18,CK5O223960315,20240318 184016
11394,18:40:25,2024-03-18,CK5O223960315,20240318 184025
11438,18:40:33,2024-03-18,CK5O223960315,20240318 184033
11490,18:40:38,2024-03-18,CK5O223960315,20240318 184038
11466,18:40:43,2024-03-18,CK5O223960315,20240318 184043
10006,18:40:51,2024-03-18,CK5O223960315,20240318 184051
62,18:40:57,2024-03-18,CK5O223960315,20240318 184057
11414,18:41:43,2024-03-18,CK5O223960315,20240318 184143
10007,18:44:31,2024-03-18,CK5O223960315,20240318 184431
11349,18:44:44,2024-03-18,CK5O223960315,20240318 184444
10001,18:47:04,2024-03-18,CK5O223960315,20240318 184704
11228,18:48:52,2024-03-18,CK5O223960315,20240318 184852
11225,18:49:57,2024-03-18,CK5O223960315,20240318 184957
11474,18:50:06,2024-03-18,CK5O223960315,20240318 185006
347,18:57:37,2024-03-18,CK5O223960315,20240318 185737
97,19:01:44,2024-03-18,CK5O223960315,20240318 190144
10024,19:12:57,2024-03-18,CK5O223960315,20240318 191257
00011,19:35:40,2024-03-18,CK5O223960352,20240318 193540
81,20:10:43,2024-03-18,CK5O223960315,20240318 201043
105,20:10:51,2024-03-18,CK5O223960315,20240318 201051
102,20:27:53,2024-03-18,CK5O223960315,20240318 202753
309,20:38:36,2024-03-18,CK5O223960315,20240318 203836
320,20:51:03,2024-03-18,CK5O223960315,20240318 205103
61,21:00:03,2024-03-18,CK5O223960333,20240318 210003
338,21:00:14,2024-03-18,CK5O223960315,20240318 210014
349,21:00:40,2024-03-18,CK5O223960315,20240318 210040
308,21:02:43,2024-03-18,CK5O223960315,20240318 210243
11511,21:02:54,2024-03-18,CK5O223960315,20240318 210254
296,21:14:57,2024-03-18,CK5O223960315,20240318 211457
292,21:19:12,2024-03-18,CK5O223960315,20240318 211912
329,21:19:58,2024-03-18,CK5O223960315,20240318 211958
354,21:21:58,2024-03-18,CK5O223960315,20240318 212158
10022,21:26:01,2024-03-18,CK5O223960315,20240318 212601
54,21:39:29,2024-03-18,CK5O223960333,20240318 213929
10023,21:57:41,2024-03-18,CK5O223960315,20240318 215741
355,21:57:49,2024-03-18,CK5O223960315,20240318 215749
311,21:57:54,2024-03-18,CK5O223960315,20240318 215754
346,21:59:07,2024-03-18,CK5O223960315,20240318 215907
328,21:59:16,2024-03-18,CK5O223960315,20240318 215916
75,22:01:58,2024-03-18,CK5O223960315,20240318 220158
309,07:00:01,2024-03-19,CK5O223960315,20240319 070001
353,07:00:18,2024-03-19,CK5O223960315,20240319 070018
351,07:17:46,2024-03-19,CK5O223960315,20240319 071746
329,07:18:13,2024-03-19,CK5O223960315,20240319 071813
296,07:24:35,2024-03-19,CK5O223960315,20240319 072435
54,07:25:51,2024-03-19,CK5O223960333,20240319 072551
308,07:26:26,2024-03-19,CK5O223960315,20240319 072626
320,07:26:33,2024-03-19,CK5O223960315,20240319 072633
263,07:30:11,2024-03-19,CK5O223960315,20240319 073011
21,07:35:06,2024-03-19,CK5O223960333,20240319 073506
344,07:40:08,2024-03-19,CK5O223960315,20240319 074008
11257,07:55:37,2024-03-19,CK5O223960315,20240319 075537
11292,08:06:45,2024-03-19,CK5O223960315,20240319 080645
11395,08:10:03,2024-03-19,CK5O223960315,20240319 081003
195,08:11:21,2024-03-19,CK5O223960315,20240319 081121
11514T,08:12:38,2024-03-19,CK5O223960315,20240319 081238
676,08:28:48,2024-03-19,CK5O223960297,20240319 082848
11425,08:29:41,2024-03-19,CK5O223960315,20240319 082941
10019,08:31:12,2024-03-19,CK5O223960315,20240319 083112
20,08:31:25,2024-03-19,CK5O223960333,20240319 083125
11314,08:32:31,2024-03-19,CK5O223960315,20240319 083231
2,08:34:03,2024-03-19,CK5O223960333,20240319 083403
345,08:34:57,2024-03-19,CK5O223960315,20240319 083457
10028,08:35:03,2024-03-19,CK5O223960315,20240319 083503
00027,08:35:32,2024-03-19,CK5O223960333,20240319 083532
90,08:35:54,2024-03-19,CK5O223960315,20240319 083554
11349,08:36:02,2024-03-19,CK5O223960315,20240319 083602
146,08:36:27,2024-03-19,CK5O223960333,20240319 083627
60,08:38:06,2024-03-19,CK5O223960333,20240319 083806
19,08:39:24,2024-03-19,CK5O223960315,20240319 083924
720,08:39:55,2024-03-19,CK5O223960333,20240319 083955
721,08:40:13,2024-03-19,CK5O223960333,20240319 084013
547,08:40:43,2024-03-19,CK5O223960333,20240319 084043
214,08:40:51,2024-03-19,CK5O223960333,20240319 084051
725,08:41:05,2024-03-19,CK5O223960333,20240319 084105
11522,08:41:57,2024-03-19,CK5O223960315,20240319 084157
91,08:44:11,2024-03-19,CK5O223960333,20240319 084411
11520,08:44:17,2024-03-19,CK5O223960315,20240319 084417
11449,08:44:54,2024-03-19,CK5O223960315,20240319 084454
614,08:45:04,2024-03-19,CK5O223960333,20240319 084504
10004,08:45:23,2024-03-19,CK5O223960315,20240319 084523
729,08:45:34,2024-03-19,CK5O223960333,20240319 084534
26,08:46:02,2024-03-19,CK5O223960315,20240319 084602
690,08:46:49,2024-03-19,CK5O223960297,20240319 084649
636,08:47:40,2024-03-19,CK5O223960333,20240319 084740
6,08:47:50,2024-03-19,CK5O223960333,20240319 084750
10010,08:48:28,2024-03-19,CK5O223960315,20240319 084828
275,08:49:33,2024-03-19,CK5O223960333,20240319 084933
425,08:49:49,2024-03-19,CK5O223960333,20240319 084949
4,08:49:55,2024-03-19,CK5O223960333,20240319 084955
11426,08:50:42,2024-03-19,CK5O223960315,20240319 085042
16,08:50:47,2024-03-19,CK5O223960333,20240319 085047
11437,08:50:50,2024-03-19,CK5O223960315,20240319 085050
89,08:50:56,2024-03-19,CK5O223960333,20240319 085056
29,08:51:02,2024-03-19,CK5O223960333,20240319 085102
11418,08:51:22,2024-03-19,CK5O223960315,20240319 085122
5,08:51:27,2024-03-19,CK5O223960333,20240319 085127
10007,08:51:33,2024-03-19,CK5O223960315,20240319 085133
39,08:51:48,2024-03-19,CK5O223960315,20240319 085148
524,08:52:05,2024-03-19,CK5O223960352,20240319 085205
13,08:52:21,2024-03-19,CK5O223960315,20240319 085221
722,08:52:23,2024-03-19,CK5O223960333,20240319 085223
111,08:52:36,2024-03-19,CK5O223960315,20240319 085236
653,08:52:38,2024-03-19,CK5O223960333,20240319 085238
10009,08:52:48,2024-03-19,CK5O223960315,20240319 085248
10029,08:52:55,2024-03-19,CK5O223960315,20240319 085255
11512,08:53:00,2024-03-19,CK5O223960315,20240319 085300
11471,08:53:06,2024-03-19,CK5O223960315,20240319 085306
11465,08:53:12,2024-03-19,CK5O223960315,20240319 085312
673,08:53:36,2024-03-19,CK5O223960297,20240319 085336
43,08:53:50,2024-03-19,CK5O223960315,20240319 085350
11489,08:54:25,2024-03-19,CK5O223960315,20240319 085425
11225,08:54:55,2024-03-19,CK5O223960315,20240319 085455
658,08:55:03,2024-03-19,CK5O223960333,20240319 085503
11469,08:55:12,2024-03-19,CK5O223960315,20240319 085512
11247,08:55:27,2024-03-19,CK5O223960315,20240319 085527
11415,08:55:36,2024-03-19,CK5O223960315,20240319 085536
692,08:55:37,2024-03-19,CK5O223960333,20240319 085537
533,08:55:43,2024-03-19,CK5O223960333,20240319 085543
106,08:55:48,2024-03-19,CK5O223960333,20240319 085548
11394,08:55:49,2024-03-19,CK5O223960315,20240319 085549
11526,08:55:55,2024-03-19,CK5O223960315,20240319 085555
647,08:56:11,2024-03-19,CK5O223960297,20240319 085611
11419,08:56:18,2024-03-19,CK5O223960315,20240319 085618
11422,08:56:25,2024-03-19,CK5O223960315,20240319 085625
11478,08:56:40,2024-03-19,CK5O223960315,20240319 085640
11424,08:56:47,2024-03-19,CK5O223960315,20240319 085647
11444,08:56:53,2024-03-19,CK5O223960315,20240319 085653
11527,08:56:58,2024-03-19,CK5O223960315,20240319 085658
109,08:57:07,2024-03-19,CK5O223960315,20240319 085707
10011,08:57:13,2024-03-19,CK5O223960315,20240319 085713
701,08:57:18,2024-03-19,CK5O223960333,20240319 085718
11468,08:57:19,2024-03-19,CK5O223960315,20240319 085719
11417,08:57:26,2024-03-19,CK5O223960315,20240319 085726
61,08:57:27,2024-03-19,CK5O223960333,20240319 085727
11416,08:57:30,2024-03-19,CK5O223960315,20240319 085730
108,08:57:35,2024-03-19,CK5O223960315,20240319 085735
110,08:57:42,2024-03-19,CK5O223960315,20240319 085742
304,08:57:46,2024-03-19,CK5O223960297,20240319 085746
330,08:57:49,2024-03-19,CK5O223960333,20240319 085749
11504,08:57:51,2024-03-19,CK5O223960315,20240319 085751
670,08:57:54,2024-03-19,CK5O223960333,20240319 085754
464,08:58:00,2024-03-19,CK5O223960333,20240319 085800
702,08:58:07,2024-03-19,CK5O223960333,20240319 085807
700,08:58:12,2024-03-19,CK5O223960333,20240319 085812
628,08:58:17,2024-03-19,CK5O223960333,20240319 085817
11503,08:58:23,2024-03-19,CK5O223960315,20240319 085823
616,08:58:24,2024-03-19,CK5O223960333,20240319 085824
570,08:58:30,2024-03-19,CK5O223960333,20240319 085830
587,08:58:37,2024-03-19,CK5O223960333,20240319 085837
675,08:58:42,2024-03-19,CK5O223960333,20240319 085842
11305,08:58:46,2024-03-19,CK5O223960315,20240319 085846
553,08:58:48,2024-03-19,CK5O223960333,20240319 085848
644,08:58:52,2024-03-19,CK5O223960333,20240319 085852
523,08:59:02,2024-03-19,CK5O223960297,20240319 085902
32,08:59:04,2024-03-19,CK5O223960315,20240319 085904
8,08:59:08,2024-03-19,CK5O223960333,20240319 085908
11447,08:59:11,2024-03-19,CK5O223960315,20240319 085911
596,08:59:16,2024-03-19,CK5O223960297,20240319 085916
11474,08:59:17,2024-03-19,CK5O223960315,20240319 085917
11500,08:59:25,2024-03-19,CK5O223960315,20240319 085925
585,08:59:25,2024-03-19,CK5O223960333,20240319 085925
561,08:59:27,2024-03-19,CK5O223960352,20240319 085927
11451,08:59:34,2024-03-19,CK5O223960315,20240319 085934
557,08:59:42,2024-03-19,CK5O223960333,20240319 085942
574,08:59:52,2024-03-19,CK5O223960333,20240319 085952
600,09:00:12,2024-03-19,CK5O223960333,20240319 090012
10025,09:00:26,2024-03-19,CK5O223960315,20240319 090026
10005,09:00:33,2024-03-19,CK5O223960315,20240319 090033
55,09:00:37,2024-03-19,CK5O223960333,20240319 090037
11508,09:00:43,2024-03-19,CK5O223960315,20240319 090043
534,09:00:49,2024-03-19,CK5O223960333,20240319 090049
643,09:00:55,2024-03-19,CK5O223960333,20240319 090055
11369,09:00:56,2024-03-19,CK5O223960315,20240319 090056
11476,09:01:05,2024-03-19,CK5O223960315,20240319 090105
23,09:01:05,2024-03-19,CK5O223960333,20240319 090105
11492,09:01:11,2024-03-19,CK5O223960315,20240319 090111
281,09:01:11,2024-03-19,CK5O223960333,20240319 090111
130,09:01:16,2024-03-19,CK5O223960333,20240319 090116
319,09:01:26,2024-03-19,CK5O223960333,20240319 090126
706,09:01:31,2024-03-19,CK5O223960333,20240319 090131
503,09:01:40,2024-03-19,CK5O223960333,20240319 090140
72,09:01:48,2024-03-19,CK5O223960315,20240319 090148
104,09:01:49,2024-03-19,CK5O223960333,20240319 090149
430,09:01:55,2024-03-19,CK5O223960333,20240319 090155
625,09:02:01,2024-03-19,CK5O223960333,20240319 090201
11446,09:02:05,2024-03-19,CK5O223960315,20240319 090205
118,09:02:07,2024-03-19,CK5O223960333,20240319 090207
11440,09:02:13,2024-03-19,CK5O223960315,20240319 090213
58,09:02:14,2024-03-19,CK5O223960333,20240319 090214
602,09:02:16,2024-03-19,CK5O223960297,20240319 090216
11384,09:02:18,2024-03-19,CK5O223960315,20240319 090218
14,09:02:19,2024-03-19,CK5O223960333,20240319 090219
11497,09:02:23,2024-03-19,CK5O223960315,20240319 090223
59,09:02:25,2024-03-19,CK5O223960333,20240319 090225
11506,09:02:31,2024-03-19,CK5O223960315,20240319 090231
668,09:02:59,2024-03-19,CK5O223960333,20240319 090259
623,09:03:05,2024-03-19,CK5O223960333,20240319 090305
10,09:03:06,2024-03-19,CK5O223960315,20240319 090306
703,09:03:11,2024-03-19,CK5O223960333,20240319 090311
699,09:03:15,2024-03-19,CK5O223960333,20240319 090315
11494,09:03:22,2024-03-19,CK5O223960315,20240319 090322
563,09:03:22,2024-03-19,CK5O223960333,20240319 090322
593,09:03:28,2024-03-19,CK5O223960333,20240319 090328
11442,09:03:34,2024-03-19,CK5O223960315,20240319 090334
301,09:03:46,2024-03-19,CK5O223960333,20240319 090346
11464,09:03:47,2024-03-19,CK5O223960315,20240319 090347
603,09:03:48,2024-03-19,CK5O223960297,20240319 090348
685,09:03:51,2024-03-19,CK5O223960333,20240319 090351
556,09:04:00,2024-03-19,CK5O223960333,20240319 090400
711,09:04:06,2024-03-19,CK5O223960333,20240319 090406
726,09:04:12,2024-03-19,CK5O223960333,20240319 090412
589,09:04:13,2024-03-19,CK5O223960352,20240319 090413
472,09:04:15,2024-03-19,CK5O223960297,20240319 090415
727,09:04:24,2024-03-19,CK5O223960333,20240319 090424
11523,09:04:29,2024-03-19,CK5O223960333,20240319 090429
49,09:04:30,2024-03-19,CK5O223960315,20240319 090430
366,09:04:41,2024-03-19,CK5O223960297,20240319 090441
11443,09:04:54,2024-03-19,CK5O223960315,20240319 090454
122,09:04:55,2024-03-19,CK5O223960333,20240319 090455
11507,09:05:02,2024-03-19,CK5O223960315,20240319 090502
728,09:05:06,2024-03-19,CK5O223960333,20240319 090506
11302,09:05:08,2024-03-19,CK5O223960315,20240319 090508
337,09:05:13,2024-03-19,CK5O223960333,20240319 090513
11325,09:05:14,2024-03-19,CK5O223960315,20240319 090514
11351,09:05:20,2024-03-19,CK5O223960315,20240319 090520
11525,09:05:26,2024-03-19,CK5O223960315,20240319 090526
285,09:05:27,2024-03-19,CK5O223960297,20240319 090527
611,09:05:41,2024-03-19,CK5O223960333,20240319 090541
15,09:05:46,2024-03-19,CK5O223960333,20240319 090546
580,09:06:01,2024-03-19,CK5O223960333,20240319 090601
11466,09:06:06,2024-03-19,CK5O223960315,20240319 090606
610,09:06:06,2024-03-19,CK5O223960333,20240319 090606
714,09:06:11,2024-03-19,CK5O223960333,20240319 090611
607,09:06:17,2024-03-19,CK5O223960333,20240319 090617
576,09:06:23,2024-03-19,CK5O223960333,20240319 090623
572,09:06:29,2024-03-19,CK5O223960333,20240319 090629
705,09:06:34,2024-03-19,CK5O223960333,20240319 090634
666,09:06:35,2024-03-19,CK5O223960297,20240319 090635
10018,09:06:37,2024-03-19,CK5O223960315,20240319 090637
469,09:06:42,2024-03-19,CK5O223960297,20240319 090642
512,09:06:44,2024-03-19,CK5O223960333,20240319 090644
11298,09:06:45,2024-03-19,CK5O223960315,20240319 090645
470,09:06:46,2024-03-19,CK5O223960297,20240319 090646
10013,09:06:51,2024-03-19,CK5O223960315,20240319 090651
665,09:06:51,2024-03-19,CK5O223960352,20240319 090651
716,09:06:51,2024-03-19,CK5O223960333,20240319 090651
11308,09:06:56,2024-03-19,CK5O223960315,20240319 090656
11354,09:07:02,2024-03-19,CK5O223960315,20240319 090702
446,09:07:10,2024-03-19,CK5O223960297,20240319 090710
00011,09:07:15,2024-03-19,CK5O223960352,20240319 090715
648,09:07:17,2024-03-19,CK5O223960333,20240319 090717
527,09:07:27,2024-03-19,CK5O223960333,20240319 090727
645,09:07:33,2024-03-19,CK5O223960333,20240319 090733
11490,09:07:35,2024-03-19,CK5O223960315,20240319 090735
10008,09:07:45,2024-03-19,CK5O223960315,20240319 090745
641,09:07:49,2024-03-19,CK5O223960352,20240319 090749
10015,09:07:56,2024-03-19,CK5O223960315,20240319 090756
11353,09:08:02,2024-03-19,CK5O223960315,20240319 090802
538,09:08:07,2024-03-19,CK5O223960333,20240319 090807
11428,09:08:10,2024-03-19,CK5O223960315,20240319 090810
143,09:08:13,2024-03-19,CK5O223960333,20240319 090813
11438,09:08:15,2024-03-19,CK5O223960315,20240319 090815
532,09:08:17,2024-03-19,CK5O223960297,20240319 090817
286,09:08:19,2024-03-19,CK5O223960333,20240319 090819
10012,09:08:20,2024-03-19,CK5O223960315,20240319 090820
10017,09:08:25,2024-03-19,CK5O223960315,20240319 090825
663,09:08:27,2024-03-19,CK5O223960333,20240319 090827
11283,09:08:30,2024-03-19,CK5O223960315,20240319 090830
467,09:08:34,2024-03-19,CK5O223960333,20240319 090834
11495,09:08:35,2024-03-19,CK5O223960315,20240319 090835
422,09:08:41,2024-03-19,CK5O223960297,20240319 090841
98,09:08:43,2024-03-19,CK5O223960315,20240319 090843
364,09:08:46,2024-03-19,CK5O223960333,20240319 090846
608,09:08:47,2024-03-19,CK5O223960297,20240319 090847
11434,09:08:48,2024-03-19,CK5O223960315,20240319 090848
41,09:08:54,2024-03-19,CK5O223960315,20240319 090854
51,09:08:55,2024-03-19,CK5O223960333,20240319 090855
11407,09:08:59,2024-03-19,CK5O223960315,20240319 090859
318,09:09:02,2024-03-19,CK5O223960333,20240319 090902
11445,09:09:17,2024-03-19,CK5O223960315,20240319 090917
57,09:09:18,2024-03-19,CK5O223960333,20240319 090918
592,09:09:32,2024-03-19,CK5O223960333,20240319 090932
162,09:09:37,2024-03-19,CK5O223960333,20240319 090937
36,09:09:43,2024-03-19,CK5O223960333,20240319 090943
696,09:09:54,2024-03-19,CK5O223960297,20240319 090954
631,09:09:57,2024-03-19,CK5O223960333,20240319 090957
11350,09:10:01,2024-03-19,CK5O223960315,20240319 091001
293,09:10:03,2024-03-19,CK5O223960333,20240319 091003
441,09:10:05,2024-03-19,CK5O223960297,20240319 091005
11328,09:10:10,2024-03-19,CK5O223960315,20240319 091010
454,09:10:17,2024-03-19,CK5O223960333,20240319 091017
635,09:10:50,2024-03-19,CK5O223960333,20240319 091050
315,09:11:05,2024-03-19,CK5O223960297,20240319 091105
1,09:11:13,2024-03-19,CK5O223960297,20240319 091113
11400,09:11:28,2024-03-19,CK5O223960315,20240319 091128
190,09:11:41,2024-03-19,CK5O223960333,20240319 091141
656,09:11:46,2024-03-19,CK5O223960333,20240319 091146
24,09:11:52,2024-03-19,CK5O223960333,20240319 091152
17,09:11:57,2024-03-19,CK5O223960333,20240319 091157
35,09:12:02,2024-03-19,CK5O223960333,20240319 091202
559,09:12:07,2024-03-19,CK5O223960333,20240319 091207
583,09:12:10,2024-03-19,CK5O223960297,20240319 091210
11486,09:12:14,2024-03-19,CK5O223960315,20240319 091214
687,09:12:14,2024-03-19,CK5O223960297,20240319 091214
659,09:12:15,2024-03-19,CK5O223960333,20240319 091215
459,09:12:21,2024-03-19,CK5O223960333,20240319 091221
502,09:12:26,2024-03-19,CK5O223960297,20240319 091226
18,09:12:44,2024-03-19,CK5O223960297,20240319 091244
207,09:12:54,2024-03-19,CK5O223960315,20240319 091254
11491,09:12:59,2024-03-19,CK5O223960315,20240319 091259
279,09:13:18,2024-03-19,CK5O223960315,20240319 091318
3,09:13:26,2024-03-19,CK5O223960333,20240319 091326
52,09:13:54,2024-03-19,CK5O223960315,20240319 091354
11515,09:14:05,2024-03-19,CK5O223960315,20240319 091405
10006,09:15:11,2024-03-19,CK5O223960315,20240319 091511
62,09:15:20,2024-03-19,CK5O223960315,20240319 091520
114,09:15:25,2024-03-19,CK5O223960333,20240319 091525
42,09:15:48,2024-03-19,CK5O223960333,20240319 091548
10001,09:16:36,2024-03-19,CK5O223960315,20240319 091636
97,09:16:45,2024-03-19,CK5O223960315,20240319 091645
11280,09:18:04,2024-03-19,CK5O223960333,20240319 091804
322,09:19:24,2024-03-19,CK5O223960333,20240319 091924
